"","date","maxtempC","mintempC","totalSnow_cm","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset","location"
"2145","2020-02-06",8,6,0,4.1,2,87,1,4,7,4,21,97,66,1.1,1030,8,9,89,16,157,"Unhealthy","2020-02-06","02:19 PM","03:52 AM","06:43 AM","05:34 PM","shanghai"
"2146","2020-02-07",8,4,0,4.1,2,95,5,5,7,5,18,100,86,10.7,1028,8,5,61,13,125,"Unhealthy for sensitive groups","2020-02-07","03:20 PM","04:52 AM","06:43 AM","05:35 PM","shanghai"
"2147","2020-02-08",11,6,0,8.7,2,100,2,7,8,7,8,42,66,0,1031,11,10,38,6,138,"Unhealthy for sensitive groups","2020-02-08","04:25 PM","05:49 AM","06:42 AM","05:36 PM","shanghai"
"2148","2020-02-09",15,7,0,8.7,4,100,3,11,11,11,8,1,57,0,1030,15,10,271,7,227,"Very unhealthy","2020-02-09","05:34 PM","06:40 AM","06:41 AM","05:36 PM","shanghai"
"2149","2020-02-10",14,7,0,8.7,4,83,3,10,11,10,12,15,58,0,1026,14,10,191,10,327,"Hazardous","2020-02-10","06:44 PM","07:28 AM","06:40 AM","05:37 PM","shanghai"
"2150","2020-02-11",11,7,0,4.1,3,75,8,8,10,8,20,87,84,8.1,1022,11,7,158,14,297,"Very unhealthy","2020-02-11","07:54 PM","08:10 AM","06:40 AM","05:38 PM","shanghai"
"2151","2020-02-12",16,5,0,4.1,3,68,10,12,13,12,9,85,84,2.9,1019,16,9,261,7,162,"Unhealthy","2020-02-12","09:02 PM","08:49 AM","06:39 AM","05:39 PM","shanghai"
"2152","2020-02-13",14,11,0,4.1,3,60,12,12,13,12,15,73,92,27.7,1015,14,8,155,10,250,"Very unhealthy","2020-02-13","10:08 PM","09:26 AM","06:38 AM","05:40 PM","shanghai"
"2153","2020-02-14",16,13,0,5.7,4,53,13,14,15,14,20,84,92,0,1015,16,6,123,14,303,"Hazardous","2020-02-14","11:14 PM","10:03 AM","06:37 AM","05:41 PM","shanghai"
"2154","2020-02-15",17,6,0,4.1,3,45,11,12,13,12,21,86,85,1.5,1019,17,6,237,15,138,"Unhealthy for sensitive groups","2020-02-15","No moonrise","10:41 AM","06:36 AM","05:41 PM","shanghai"
"2155","2020-02-16",5,0,0,8.7,1,38,-6,-3,2,-3,30,46,56,6,1028,5,9,315,24,138,"Unhealthy for sensitive groups","2020-02-16","12:19 AM","11:21 AM","06:35 AM","05:42 PM","shanghai"
"2156","2020-02-17",7,-1,0,8.7,3,30,-6,1,5,1,24,2,45,0,1030,7,10,305,20,160,"Unhealthy","2020-02-17","01:23 AM","12:05 PM","06:34 AM","05:43 PM","shanghai"
"2157","2020-02-18",11,4,0,8.7,3,22,-7,5,7,5,12,13,37,0,1032,11,10,235,10,138,"Unhealthy for sensitive groups","2020-02-18","02:24 AM","12:52 PM","06:33 AM","05:44 PM","shanghai"
"2158","2020-02-19",11,4,0,8.7,2,15,1,6,8,6,14,46,61,0,1028,11,10,135,11,103,"Unhealthy for sensitive groups","2020-02-19","03:22 AM","01:44 PM","06:32 AM","05:45 PM","shanghai"
"2159","2020-02-20",15,9,0,8.7,4,7,6,11,12,11,14,6,68,0,1030,15,10,109,12,100,"Moderate","2020-02-20","04:15 AM","02:37 PM","06:31 AM","05:45 PM","shanghai"
"2160","2020-02-21",17,9,0,7.2,3,0,7,12,13,12,17,29,70,0,1029,17,10,197,13,112,"Unhealthy for sensitive groups","2020-02-21","05:04 AM","03:34 PM","06:30 AM","05:46 PM","shanghai"
"2161","2020-02-22",19,13,0,8.7,5,0,4,15,16,15,14,4,53,0,1031,19,10,264,12,150,"Unhealthy for sensitive groups","2020-02-22","05:47 AM","04:30 PM","06:29 AM","05:47 PM","shanghai"
"2162","2020-02-23",13,10,0,8.7,4,0,2,10,11,10,18,3,53,0,1029,13,10,114,15,321,"Hazardous","2020-02-23","06:24 AM","05:26 PM","06:28 AM","05:48 PM","shanghai"
"2163","2020-02-24",20,11,0,8.7,5,0,9,14,15,14,22,15,69,0,1020,20,10,159,15,167,"Unhealthy","2020-02-24","06:59 AM","06:20 PM","06:27 AM","05:49 PM","shanghai"
"2164","2020-02-25",23,15,0,5.7,5,8,13,19,20,19,21,52,74,4,1016,23,10,204,14,237,"Very unhealthy","2020-02-25","07:30 AM","07:14 PM","06:26 AM","05:49 PM","shanghai"
"2165","2020-02-26",12,9,0,4.2,3,15,6,10,11,10,18,80,73,10.7,1024,12,7,28,15,318,"Hazardous","2020-02-26","08:00 AM","08:07 PM","06:25 AM","05:50 PM","shanghai"
"2166","2020-02-27",12,8,0,8.7,3,23,3,8,10,8,16,29,63,0,1027,12,10,55,13,150,"Unhealthy for sensitive groups","2020-02-27","08:28 AM","08:59 PM","06:24 AM","05:51 PM","shanghai"
"2167","2020-02-28",12,7,0,4.2,3,30,8,10,11,10,14,94,84,4.8,1020,12,10,111,11,167,"Unhealthy","2020-02-28","08:58 AM","09:53 PM","06:23 AM","05:52 PM","shanghai"
"2168","2020-02-29",12,11,0,4.2,3,38,9,11,11,11,10,100,85,8.7,1017,12,7,78,8,200,"Unhealthy","2020-02-29","09:28 AM","10:46 PM","06:22 AM","05:52 PM","shanghai"
"2169","2020-03-01",15,10,0,4.2,3,44,7,11,12,11,13,84,71,3,1019,15,10,186,11,147,"Unhealthy for sensitive groups","2020-03-01","10:01 AM","11:42 PM","06:21 AM","05:53 PM","shanghai"
"2170","2020-03-02",13,8,0,8.7,4,51,2,8,10,8,17,29,58,0,1026,13,10,43,14,162,"Unhealthy","2020-03-02","10:37 AM","No moonset","06:20 AM","05:54 PM","shanghai"
"2171","2020-03-03",14,8,0,7.2,3,58,3,9,10,9,10,58,62,0.6,1024,14,9,114,9,173,"Unhealthy","2020-03-03","11:18 AM","12:39 AM","06:18 AM","05:54 PM","shanghai"
"2172","2020-03-04",13,8,0,8.7,4,65,0,9,10,9,12,35,52,0,1027,13,10,97,10,138,"Unhealthy for sensitive groups","2020-03-04","12:06 PM","01:38 AM","06:17 AM","05:55 PM","shanghai"
"2173","2020-03-05",14,7,0,8.7,4,73,-2,8,9,8,14,13,46,0,1028,14,10,73,11,220,"Very unhealthy","2020-03-05","01:00 PM","02:36 AM","06:16 AM","05:56 PM","shanghai"
"2174","2020-03-06",12,7,0,7.2,3,80,4,8,10,8,20,41,68,0.1,1020,12,10,135,16,167,"Unhealthy","2020-03-06","02:02 PM","03:33 AM","06:15 AM","05:56 PM","shanghai"
"2175","2020-03-07",20,11,0,7.2,4,87,10,14,14,14,12,64,76,2.4,1015,20,10,196,9,163,"Unhealthy","2020-03-07","03:09 PM","04:26 AM","06:14 AM","05:57 PM","shanghai"
"2176","2020-03-08",14,7,0,5.8,3,95,8,10,12,10,22,54,78,8.8,1016,14,9,106,17,315,"Hazardous","2020-03-08","04:18 PM","05:15 AM","06:13 AM","05:58 PM","shanghai"
"2177","2020-03-09",16,12,0,4.3,3,100,12,13,14,13,22,98,90,0.8,1010,16,8,159,15,137,"Unhealthy for sensitive groups","2020-03-09","05:29 PM","05:59 AM","06:12 AM","05:59 PM","shanghai"
"2178","2020-03-10",13,10,0,4.3,3,100,6,10,12,10,21,69,70,0.6,1018,13,8,277,16,138,"Unhealthy for sensitive groups","2020-03-10","06:39 PM","06:40 AM","06:10 AM","05:59 PM","shanghai"
"2179","2020-03-11",14,8,0,10.2,3,84,4,10,11,10,12,37,61,0.1,1022,14,10,152,10,207,"Very unhealthy","2020-03-11","07:49 PM","07:20 AM","06:09 AM","06:00 PM","shanghai"
"2180","2020-03-12",12,7,0,6,3,76,8,9,11,9,27,78,78,1.4,1019,12,9,137,19,318,"Hazardous","2020-03-12","08:58 PM","07:57 AM","06:08 AM","06:01 PM","shanghai"
"2181","2020-03-13",14,8,0,6,3,69,10,11,12,11,15,97,86,1.4,1020,14,7,50,11,308,"Hazardous","2020-03-13","10:06 PM","08:36 AM","06:07 AM","06:01 PM","shanghai"
"2182","2020-03-14",15,8,0,11.6,4,62,2,10,11,10,16,20,54,0,1024,15,10,240,12,160,"Unhealthy","2020-03-14","11:13 PM","09:17 AM","06:06 AM","06:02 PM","shanghai"
"2183","2020-03-15",19,11,0,11.6,5,55,2,14,16,14,20,3,45,0,1021,19,10,236,17,150,"Unhealthy for sensitive groups","2020-03-15","No moonrise","10:01 AM","06:04 AM","06:03 PM","shanghai"
"2184","2020-03-16",14,9,0,11.6,3,47,1,10,11,10,16,38,49,0,1025,14,10,108,12,253,"Very unhealthy","2020-03-16","12:17 AM","10:48 AM","06:03 AM","06:03 PM","shanghai"
"2185","2020-03-17",21,8,0,11.6,5,40,8,14,15,14,16,24,63,0,1020,21,10,210,12,125,"Unhealthy for sensitive groups","2020-03-17","01:18 AM","11:39 AM","06:02 AM","06:04 PM","shanghai"
"2186","2020-03-18",23,14,0,11.6,6,33,11,19,20,19,15,7,65,0,1016,23,10,220,11,455,"Hazardous","2020-03-18","02:13 AM","12:33 PM","06:01 AM","06:04 PM","shanghai"
"2187","2020-03-19",20,16,0,12.5,5,25,6,17,17,17,16,9,51,0,1017,20,10,251,13,419,"Hazardous","2020-03-19","03:03 AM","01:29 PM","05:59 AM","06:05 PM","shanghai"
"2188","2020-03-20",17,12,0,12.5,5,18,4,14,15,14,17,4,49,0,1017,17,10,144,14,253,"Very unhealthy","2020-03-20","03:47 AM","02:24 PM","05:58 AM","06:06 PM","shanghai"
"2189","2020-03-21",23,13,0,12.5,4,11,12,18,19,18,13,37,66,2.4,1012,23,10,156,10,150,"Unhealthy for sensitive groups","2020-03-21","04:26 AM","03:21 PM","05:57 AM","06:06 PM","shanghai"
"2190","2020-03-22",22,14,0,12.5,5,4,12,18,18,18,15,38,71,7.2,1015,22,10,147,12,257,"Very unhealthy","2020-03-22","05:01 AM","04:15 PM","05:56 AM","06:07 PM","shanghai"
"2191","2020-03-23",19,13,0,12.5,4,0,3,15,15,15,13,29,46,0,1021,19,10,72,10,293,"Very unhealthy","2020-03-23","05:33 AM","05:09 PM","05:55 AM","06:08 PM","shanghai"
"2192","2020-03-24",18,12,0,12.6,5,0,5,14,15,14,21,23,54,0,1020,18,10,120,16,125,"Unhealthy for sensitive groups","2020-03-24","06:02 AM","06:02 PM","05:53 AM","06:08 PM","shanghai"
"2193","2020-03-25",20,13,0,11.8,4,3,12,16,17,16,32,50,73,1.4,1014,20,10,148,23,183,"Unhealthy","2020-03-25","06:31 AM","06:55 PM","05:52 AM","06:09 PM","shanghai"
"2194","2020-03-26",24,17,0,7.9,5,11,17,20,21,20,15,70,85,8.4,1011,24,10,194,10,175,"Unhealthy","2020-03-26","07:00 AM","07:48 PM","05:51 AM","06:10 PM","shanghai"
"2195","2020-03-27",14,10,0,9.2,3,18,8,12,14,12,24,87,71,21.6,1019,14,8,33,19,257,"Very unhealthy","2020-03-27","07:30 AM","08:41 PM","05:50 AM","06:10 PM","shanghai"
"2196","2020-03-28",9,6,0,7.9,2,25,3,5,8,5,18,84,73,10.7,1025,9,9,16,14,112,"Unhealthy for sensitive groups","2020-03-28","08:01 AM","09:37 PM","05:48 AM","06:11 PM","shanghai"
"2197","2020-03-29",11,6,0,9.2,2,32,2,7,9,7,12,73,61,0.9,1022,11,10,80,10,112,"Unhealthy for sensitive groups","2020-03-29","08:36 AM","10:32 PM","05:47 AM","06:12 PM","shanghai"
"2198","2020-03-31",13,11,0,9.2,3,44,10,11,12,11,15,85,89,4.1,1018,13,10,97,11,204,"Very unhealthy","2020-03-31","09:59 AM","No moonset","05:45 AM","06:13 PM","shanghai"
"2199","2020-04-01",16,11,0,10.6,3,56,7,12,13,12,13,66,70,3.7,1022,16,8,147,10,260,"Very unhealthy","2020-04-01","10:49 AM","12:26 AM","05:44 AM","06:13 PM","shanghai"
"2200","2020-04-02",18,12,0,12.7,5,64,4,13,14,13,13,12,54,0,1024,18,10,69,11,127,"Unhealthy for sensitive groups","2020-04-02","11:46 AM","01:23 AM","05:42 AM","06:14 PM","shanghai"
"2201","2020-04-03",19,11,0,12.7,5,71,3,14,14,14,9,18,48,0,1024,19,10,82,7,223,"Very unhealthy","2020-04-03","12:49 PM","02:15 AM","05:41 AM","06:15 PM","shanghai"
"2202","2020-04-04",21,12,0,12.8,5,79,3,16,17,16,11,26,45,0,1025,21,10,140,9,312,"Hazardous","2020-04-04","01:55 PM","03:04 AM","05:40 AM","06:15 PM","shanghai"
"2203","2020-04-05",16,10,0,12.8,4,87,1,12,13,12,15,10,49,0,1027,16,10,40,13,112,"Unhealthy for sensitive groups","2020-04-05","03:04 PM","03:50 AM","05:39 AM","06:16 PM","shanghai"
"2204","2020-04-06",17,9,0,12.8,3,94,3,13,13,13,10,37,51,0,1023,17,10,97,8,125,"Unhealthy for sensitive groups","2020-04-06","04:13 PM","04:31 AM","05:37 AM","06:17 PM","shanghai"
"2205","2020-04-07",19,9,0,11.9,4,100,4,13,13,13,13,63,53,0,1020,19,10,117,10,193,"Unhealthy","2020-04-07","05:24 PM","05:10 AM","05:36 AM","06:17 PM","shanghai"
"2206","2020-04-08",23,13,0,12.8,5,100,3,17,17,17,11,9,39,0,1020,23,10,169,9,210,"Very unhealthy","2020-04-08","06:33 PM","05:49 AM","05:35 AM","06:18 PM","shanghai"
"2207","2020-04-09",20,14,0,12.9,5,83,9,16,16,16,19,2,63,0,1021,20,10,125,16,270,"Very unhealthy","2020-04-09","07:44 PM","06:27 AM","05:34 AM","06:19 PM","shanghai"
"2208","2020-04-10",19,14,0,12.9,5,76,11,15,16,15,22,14,74,0,1022,19,10,112,18,187,"Unhealthy","2020-04-10","08:53 PM","07:08 AM","05:33 AM","06:19 PM","shanghai"
"2209","2020-04-11",15,8,0,8.1,3,68,10,11,13,11,21,89,80,3.7,1020,15,9,111,16,187,"Unhealthy","2020-04-11","10:01 PM","07:51 AM","05:31 AM","06:20 PM","shanghai"
"2210","2020-04-12",18,9,0,12.9,3,61,3,12,13,12,32,24,52,0.1,1016,18,10,312,25,312,"Hazardous","2020-04-12","11:06 PM","08:38 AM","05:30 AM","06:20 PM","shanghai"
"2211","2020-04-13",20,12,0,12.9,5,53,3,15,16,15,15,2,43,0,1019,20,10,306,13,321,"Hazardous","2020-04-13","No moonrise","09:30 AM","05:29 AM","06:21 PM","shanghai"
"2212","2020-04-14",20,12,0,11.9,4,46,4,15,15,15,13,66,46,0,1018,20,10,190,9,328,"Hazardous","2020-04-14","12:06 AM","10:25 AM","05:28 AM","06:22 PM","shanghai"
"2213","2020-04-15",22,14,0,13,4,38,10,17,18,17,17,56,62,0.5,1014,22,10,184,13,308,"Hazardous","2020-04-15","01:00 AM","11:22 AM","05:27 AM","06:22 PM","shanghai"
"2214","2020-04-16",23,16,0,13,6,30,11,19,19,19,24,19,62,0,1012,23,10,157,18,287,"Very unhealthy","2020-04-16","01:47 AM","12:18 PM","05:26 AM","06:23 PM","shanghai"
"2215","2020-04-17",20,18,0,9.4,4,23,11,19,19,19,17,74,62,0.4,1013,20,8,257,11,309,"Hazardous","2020-04-17","02:27 AM","01:15 PM","05:25 AM","06:24 PM","shanghai"
"2216","2020-04-18",17,13,0,8.1,4,15,8,16,16,16,11,79,62,1,1018,17,9,122,8,302,"Hazardous","2020-04-18","03:03 AM","02:10 PM","05:23 AM","06:24 PM","shanghai"
"2217","2020-04-19",18,13,0,8.1,4,8,12,14,15,14,22,91,82,12.7,1013,18,8,212,17,247,"Very unhealthy","2020-04-19","03:36 AM","03:04 PM","05:22 AM","06:25 PM","shanghai"
"2218","2020-04-20",23,14,0,12,4,0,11,18,18,18,8,48,66,0.5,1016,23,10,240,6,318,"Hazardous","2020-04-20","04:06 AM","03:57 PM","05:21 AM","06:26 PM","shanghai"
"2219","2020-04-21",14,12,0,8.2,3,0,6,12,13,12,10,96,64,7.8,1022,14,9,93,8,167,"Unhealthy","2020-04-21","04:34 AM","04:50 PM","05:20 AM","06:26 PM","shanghai"
"2220","2020-04-22",19,11,0,13.1,4,0,7,15,15,15,10,49,63,1,1023,19,9,197,8,173,"Unhealthy","2020-04-22","05:03 AM","05:43 PM","05:19 AM","06:27 PM","shanghai"
"2221","2020-04-23",20,13,0,13.1,5,0,3,16,16,16,8,37,46,0,1023,20,10,145,6,177,"Unhealthy","2020-04-23","05:32 AM","06:36 PM","05:18 AM","06:28 PM","shanghai"
"2222","2020-04-24",22,13,0,13.1,5,7,3,17,18,17,16,8,39,0,1021,22,10,237,12,277,"Very unhealthy","2020-04-24","06:03 AM","07:32 PM","05:17 AM","06:28 PM","shanghai"
"2223","2020-04-25",26,15,0,13.1,5,15,8,21,21,20,20,23,48,0,1016,26,10,231,15,305,"Hazardous","2020-04-25","06:36 AM","08:28 PM","05:16 AM","06:29 PM","shanghai"
"2224","2020-04-26",23,16,0,10.7,4,22,10,19,19,19,13,45,57,0.4,1019,23,10,93,11,250,"Very unhealthy","2020-04-26","07:14 AM","09:25 PM","05:15 AM","06:30 PM","shanghai"
"2225","2020-04-27",20,14,0,10.7,4,30,9,16,17,16,17,65,63,2.1,1021,20,10,65,14,133,"Unhealthy for sensitive groups","2020-04-27","07:57 AM","10:22 PM","05:14 AM","06:30 PM","shanghai"
"2226","2020-04-28",22,15,0,13.2,5,37,5,18,19,18,16,1,43,0,1023,22,10,142,13,157,"Unhealthy","2020-04-28","08:45 AM","11:18 PM","05:13 AM","06:31 PM","shanghai"
"2227","2020-04-29",23,15,0,13.2,6,45,12,18,20,18,23,1,65,0,1018,23,10,148,18,150,"Unhealthy for sensitive groups","2020-04-29","09:39 AM","No moonset","05:12 AM","06:32 PM","shanghai"
"2228","2020-04-30",28,19,0,13.2,7,52,16,24,24,23,17,13,67,0,1014,28,10,161,13,270,"Very unhealthy","2020-04-30","10:38 AM","12:11 AM","05:11 AM","06:32 PM","shanghai"
"2229","2020-05-01",22,20,0,8.3,5,58,17,21,22,21,19,78,79,2.1,1012,22,9,147,13,287,"Very unhealthy","2020-05-01","11:41 AM","01:00 AM","05:10 AM","06:33 PM","shanghai"
"2230","2020-05-02",27,16,0,8.3,5,65,18,23,23,22,20,86,78,14.6,1006,27,8,188,15,227,"Very unhealthy","2020-05-02","12:47 PM","01:45 AM","05:09 AM","06:34 PM","shanghai"
"2231","2020-05-03",35,22,0,13.3,7,72,19,31,31,29,17,16,61,0,1004,35,10,215,13,313,"Hazardous","2020-05-03","01:54 PM","02:26 AM","05:08 AM","06:34 PM","shanghai"
"2232","2020-05-04",32,19,0,13.3,7,80,19,30,30,28,12,3,60,0,1009,32,10,138,10,313,"Hazardous","2020-05-04","03:01 PM","03:05 AM","05:07 AM","06:35 PM","shanghai"
"2233","2020-05-05",23,19,0,13.3,5,87,17,21,22,21,15,41,81,0,1009,23,10,103,13,207,"Very unhealthy","2020-05-05","04:09 PM","03:42 AM","05:07 AM","06:36 PM","shanghai"
"2234","2020-05-06",26,19,0,13.3,6,94,16,23,23,22,14,40,70,0.2,1012,26,10,62,12,180,"Unhealthy","2020-05-06","05:19 PM","04:19 AM","05:06 AM","06:37 PM","shanghai"
"2235","2020-05-07",24,19,0,13.3,6,100,15,21,21,21,27,26,73,0,1011,24,10,120,22,190,"Unhealthy","2020-05-07","06:28 PM","04:58 AM","05:05 AM","06:37 PM","shanghai"
"2236","2020-05-08",25,20,0,8.3,5,100,19,24,24,22,38,88,83,2,1006,25,10,144,28,200,"Unhealthy","2020-05-08","07:39 PM","05:40 AM","05:04 AM","06:38 PM","shanghai"
"2237","2020-05-09",28,22,0,9.6,6,84,19,26,26,24,15,81,74,10.8,1008,28,9,218,11,304,"Hazardous","2020-05-09","08:47 PM","06:25 AM","05:03 AM","06:39 PM","shanghai"
"2238","2020-05-10",27,20,0,12,5,77,16,23,23,22,7,53,68,0,1012,27,10,190,6,325,"Hazardous","2020-05-10","09:52 PM","07:16 AM","05:03 AM","06:39 PM","shanghai"
"2239","2020-05-11",27,21,0,13.4,7,70,17,26,26,24,12,7,65,0,1012,27,10,173,10,321,"Hazardous","2020-05-11","10:50 PM","08:11 AM","05:02 AM","06:40 PM","shanghai"
"2240","2020-05-12",30,21,0,13.4,7,62,8,26,26,26,18,2,36,0,1012,30,10,255,16,163,"Unhealthy","2020-05-12","11:41 PM","09:09 AM","05:01 AM","06:41 PM","shanghai"
"2241","2020-05-13",26,19,0,13.3,5,55,9,23,23,22,20,24,43,0,1016,26,10,118,16,138,"Unhealthy for sensitive groups","2020-05-13","No moonrise","10:07 AM","05:00 AM","06:41 PM","shanghai"
"2242","2020-05-14",24,19,0,12.1,5,48,16,22,22,21,30,46,71,3.6,1011,24,10,155,22,162,"Unhealthy","2020-05-14","12:25 AM","11:06 AM","05:00 AM","06:42 PM","shanghai"
"2243","2020-05-15",25,21,0,8.7,5,40,20,25,25,23,15,77,86,17.1,1006,25,9,198,11,227,"Very unhealthy","2020-05-15","01:04 AM","12:02 PM","04:59 AM","06:43 PM","shanghai"
"2244","2020-05-16",29,22,0,11,6,33,21,27,27,25,13,61,78,2.7,1005,29,10,177,10,333,"Hazardous","2020-05-16","01:38 AM","12:57 PM","04:58 AM","06:43 PM","shanghai"
"2245","2020-05-17",35,21,0,13.9,8,26,21,32,32,29,13,26,64,0.2,1003,35,10,234,10,333,"Hazardous","2020-05-17","02:09 AM","01:51 PM","04:58 AM","06:44 PM","shanghai"
"2246","2020-05-18",30,24,0,13.9,7,19,13,28,28,27,22,4,45,0,1002,30,10,284,18,243,"Very unhealthy","2020-05-18","02:38 AM","02:44 PM","04:57 AM","06:45 PM","shanghai"
"2247","2020-05-19",30,21,0,13.9,7,11,7,25,25,25,13,4,33,0,1007,30,10,230,11,388,"Hazardous","2020-05-19","03:06 AM","03:37 PM","04:57 AM","06:45 PM","shanghai"
"2248","2020-05-20",28,22,0,13.9,7,4,11,25,25,25,17,12,46,0,1010,28,10,124,14,260,"Very unhealthy","2020-05-20","03:35 AM","04:30 PM","04:56 AM","06:46 PM","shanghai"
"2249","2020-05-21",25,21,0,13.9,5,0,15,24,24,23,31,36,65,0,1010,25,10,141,24,150,"Unhealthy for sensitive groups","2020-05-21","04:05 AM","05:25 PM","04:56 AM","06:47 PM","shanghai"
"2250","2020-05-22",25,17,0,13.9,6,0,15,23,23,22,20,11,64,0,1009,25,10,136,17,160,"Unhealthy","2020-05-22","04:37 AM","06:21 PM","04:55 AM","06:47 PM","shanghai"
"2251","2020-05-23",26,20,0,13.9,6,3,18,24,24,23,19,26,73,0,1009,26,10,138,16,163,"Unhealthy","2020-05-23","05:14 AM","07:19 PM","04:55 AM","06:48 PM","shanghai"
"2252","2020-05-24",31,21,0,14,7,10,19,28,28,26,17,17,70,0,1009,31,10,148,14,273,"Very unhealthy","2020-05-24","05:55 AM","08:17 PM","04:54 AM","06:49 PM","shanghai"
"2253","2020-05-25",30,23,0,11,6,17,18,27,27,26,12,57,66,1.9,1011,30,10,106,10,315,"Hazardous","2020-05-25","06:41 AM","09:14 PM","04:54 AM","06:49 PM","shanghai"
"2254","2020-05-26",22,19,0,8.7,5,25,18,21,21,21,11,91,83,13,1010,22,6,95,9,162,"Unhealthy","2020-05-26","07:34 AM","10:08 PM","04:53 AM","06:50 PM","shanghai"
"2255","2020-05-27",28,19,0,14,6,32,17,24,24,23,12,29,70,0,1011,28,10,174,10,240,"Very unhealthy","2020-05-27","08:32 AM","10:59 PM","04:53 AM","06:50 PM","shanghai"
"2256","2020-05-28",32,22,0,14,7,39,16,28,28,27,17,24,55,0,1011,32,10,192,13,318,"Hazardous","2020-05-28","09:34 AM","11:45 PM","04:53 AM","06:51 PM","shanghai"
"2257","2020-05-29",25,21,0,11.1,5,47,14,25,25,24,21,63,56,0.7,1013,25,10,130,15,322,"Hazardous","2020-05-29","10:38 AM","No moonset","04:52 AM","06:52 PM","shanghai"
"2258","2020-05-30",21,18,0,8.8,4,54,16,19,20,19,26,98,81,28.8,1012,21,8,110,20,188,"Unhealthy","2020-05-30","11:43 AM","12:25 AM","04:52 AM","06:52 PM","shanghai"
"2259","2020-05-31",30,14,0,13.4,7,58,20,26,26,24,9,41,74,0.9,1011,30,8,181,8,312,"Hazardous","2020-05-31","12:48 PM","01:04 AM","04:52 AM","06:53 PM","shanghai"
"2260","2020-06-01",32,23,0,14,7,71,19,29,29,27,16,15,65,0,1011,32,10,142,13,312,"Hazardous","2020-06-01","01:54 PM","01:40 AM","04:51 AM","06:53 PM","shanghai"
"2261","2020-06-02",33,22,0,14,7,79,19,29,29,27,17,13,64,0,1006,33,10,196,14,175,"Unhealthy","2020-06-02","03:00 PM","02:15 AM","04:51 AM","06:54 PM","shanghai"
"2262","2020-06-03",29,25,0,8.8,6,86,22,29,29,26,16,70,77,3.4,1004,29,10,210,12,188,"Unhealthy","2020-06-03","04:07 PM","02:52 AM","04:51 AM","06:54 PM","shanghai"
"2263","2020-06-04",31,22,0,14,7,94,21,28,28,26,9,33,75,0,1005,31,10,135,8,263,"Very unhealthy","2020-06-04","05:16 PM","03:31 AM","04:51 AM","06:55 PM","shanghai"
"2264","2020-06-05",25,19,0,8.8,5,100,21,25,25,23,22,76,87,53.1,1005,25,7,119,14,150,"Unhealthy for sensitive groups","2020-06-05","06:25 PM","04:14 AM","04:51 AM","06:55 PM","shanghai"
"2265","2020-06-06",25,22,0,13.4,5,100,18,25,25,23,28,53,75,29.8,1007,25,8,88,21,150,"Unhealthy for sensitive groups","2020-06-06","07:32 PM","05:02 AM","04:50 AM","06:56 PM","shanghai"
"2266","2020-06-07",27,21,0,14.1,6,84,18,25,25,24,20,23,72,0,1011,27,10,110,16,150,"Unhealthy for sensitive groups","2020-06-07","08:34 PM","05:55 AM","04:50 AM","06:56 PM","shanghai"
"2267","2020-06-08",27,22,0,9.9,6,76,20,26,26,24,22,64,78,0.1,1010,27,10,112,18,210,"Very unhealthy","2020-06-08","09:30 PM","06:53 AM","04:50 AM","06:57 PM","shanghai"
"2268","2020-06-09",28,24,0,8.8,6,69,22,28,28,26,19,89,81,0.4,1008,28,10,112,15,175,"Unhealthy","2020-06-09","10:18 PM","07:53 AM","04:50 AM","06:57 PM","shanghai"
"2269","2020-06-10",29,25,0,9.9,6,61,23,29,29,26,10,67,84,8.7,1005,29,9,131,8,197,"Unhealthy","2020-06-10","11:01 PM","08:52 AM","04:50 AM","06:58 PM","shanghai"
"2270","2020-06-11",32,25,0,9.9,6,54,23,32,32,28,10,62,76,2.5,1003,32,10,172,8,312,"Hazardous","2020-06-11","11:37 PM","09:51 AM","04:50 AM","06:58 PM","shanghai"
"2271","2020-06-12",34,27,0,13.4,7,46,23,35,35,30,11,48,69,0.4,1003,34,10,162,9,308,"Hazardous","2020-06-12","No moonrise","10:48 AM","04:50 AM","06:58 PM","shanghai"
"2272","2020-06-13",37,27,0,13.4,8,38,24,38,38,32,16,34,66,10.7,1003,37,9,179,12,270,"Very unhealthy","2020-06-13","12:09 AM","11:43 AM","04:50 AM","06:59 PM","shanghai"
"2273","2020-06-14",31,28,0,12.2,7,31,24,35,35,30,16,49,70,5.3,1007,31,10,256,12,187,"Unhealthy","2020-06-14","12:39 AM","12:36 PM","04:50 AM","06:59 PM","shanghai"
"2274","2020-06-15",28,25,0,8.8,6,23,24,31,31,27,8,82,84,15.7,1008,28,9,149,6,247,"Very unhealthy","2020-06-15","01:08 AM","01:29 PM","04:50 AM","06:59 PM","shanghai"
"2275","2020-06-16",25,21,0,9.1,5,16,21,26,26,23,18,93,84,48,1006,25,7,102,13,240,"Very unhealthy","2020-06-16","01:36 AM","02:22 PM","04:50 AM","07:00 PM","shanghai"
